DateTime,Wind Forecast EC00,Wind Forecast EC Latest,Solar Forecast EC00,Solar Forecast EC Latest,Cons Forecast EC00,Cons Forecast EC Latest,Reg. Update,UMM Planned,UMM Unplanned,Flow Update,Spot Price,Intraday Price VWAP
2022-01-05 01:00:00,4130.73,5207,0,0,12806,11446,237,216.0,61,0,137,145.34
2022-01-05 02:00:00,4252.17,5578,0,0,13546,11161,53,52.0,223,1,140,167.11
2022-01-05 03:00:00,4349.13,5791,0,0,13918,11068,-1,111.0,247,0,139,122.79
2022-01-05 04:00:00,4425.51,5967,0,0,14602,11152,-203,358.0,426,1,137,144.56
2022-01-05 05:00:00,4536.08,6143,0,0,14704,11687,181,184.0,90,1,137,166.87
2022-01-05 06:00:00,4619.24,6334,0,0,15429,13061,-336,117.0,395,1,139,126.76
2022-01-05 07:00:00,4674.62,6417,0,0,14440,14933,-45,359.0,463,0,137,123.57
2022-01-05 08:00:00,4743.8,6528,7,6,13442,16212,87,365.0,332,1,139,170.49
2022-01-05 09:00:00,4784.76,6663,109,106,12613,16514,1,388.0,83,1,137,156.83
2022-01-05 10:00:00,4797.77,6731,291,298,12214,16279,283,158.0,335,1,136,188.48
2022-01-05 11:00:00,4809.15,6731,513,567,11427,15728,-24,454.0,135,0,139,119.78
2022-01-05 12:00:00,4795.48,6689,724,817,12072,15270,196,474.0,432,0,136,139.73
2022-01-05 13:00:00,4756.17,6552,835,847,12780,15311,153,184.0,118,0,135,127.95
2022-01-05 14:00:00,4712.6,6256,772,748,13864,15407,25,250.0,366,0,134,126.16
2022-01-05 15:00:00,4635.32,6165,501,511,14508,15650,273,171.0,258,1,137,189.39
2022-01-05 16:00:00,4510.91,6263,148,151,13402,16020,-50,6.0,455,1,137,164.5
2022-01-05 17:00:00,4418.39,6186,0,0,12080,16730,106,493.0,432,0,140,140.08
2022-01-05 18:00:00,4283.14,6102,0,0,11101,16507,-57,107.0,483,1,140,170.57
2022-01-05 19:00:00,4100.99,5582,0,0,10661,16008,-298,24.0,271,1,141,145.79
2022-01-05 20:00:00,4015.48,5463,0,0,10587,15277,287,131.0,270,0,144,166.39
2022-01-05 21:00:00,3906.07,5390,0,0,10673,14640,275,139.0,455,1,146,208.65
2022-01-05 22:00:00,3777.02,5343,0,0,10973,13628,-38,426.0,369,1,143,172.43
2022-01-05 23:00:00,3623.99,5272,0,0,11474,12745,-133,248.0,332,0,144,122.57
2022-01-06 00:00:00,4070.16,5100,0,0,11613,11927,-322,279.0,102,0,144,102.72
2022-01-06 01:00:00,3905.98,4025,0,0,12275,11458,141,179.0,188,1,147,198.8
2022-01-06 02:00:00,3484.26,3164,0,0,12893,11178,143,96.0,447,0,150,171.83
2022-01-06 03:00:00,2989.11,2492,0,0,13273,11092,-199,74.0,395,0,150,144.82
2022-01-06 04:00:00,2444.34,1961,0,0,13646,11186,-107,425.0,78,0,147,142.74
2022-01-06 05:00:00,1923.8,1442,0,0,14060,11741,293,87.0,327,1,148,224.32
2022-01-06 06:00:00,1434.92,1061,0,0,14310,13145,-257,90.0,259,1,146,168.89
2022-01-06 07:00:00,1017.28,519,0,0,13031,15026,-147,365.0,220,0,146,147.67
2022-01-06 08:00:00,755.04,393,5,8,11078,16279,61,304.0,2,0,148,161.36
2022-01-06 09:00:00,540.5,370,191,213,10261,16170,232,326.0,228,0,150,185.38
2022-01-06 10:00:00,380.8,501,579,597,9879,15732,119,26.0,327,0,152,175.77
2022-01-06 11:00:00,479.34,720,918,929,10783,15124,-253,149.0,417,1,152,182.48
2022-01-06 12:00:00,631.0,1047,1093,1138,10847,14639,-211,352.0,221,0,150,138.93
2022-01-06 13:00:00,827.77,1192,1084,986,11422,15018,137,500.0,330,0,152,173.51
2022-01-06 14:00:00,1074.87,1765,954,896,11795,15185,-73,16.0,133,0,153,150.62
2022-01-06 15:00:00,1360.98,2496,690,641,11745,15516,216,353.0,136,0,152,166.2
2022-01-06 16:00:00,1669.48,2839,229,206,11133,15998,116,10.0,354,1,154,202.45
2022-01-06 17:00:00,2182.98,3237,0,0,10715,16831,-318,352.0,143,1,156,162.91
2022-01-06 18:00:00,2723.23,3933,0,0,10260,16646,92,115.0,142,1,158,200.3
2022-01-06 19:00:00,3244.59,4682,0,0,10027,16130,-46,218.0,413,1,160,197.34
2022-01-06 20:00:00,3734.81,4975,0,0,10037,15373,-135,46.0,353,0,160,151.77
2022-01-06 21:00:00,4137.26,5174,0,0,10157,14723,227,21.0,385,1,158,220.89
2022-01-06 22:00:00,4440.05,5273,0,0,10512,13705,-317,449.0,76,1,161,165.4
2022-01-06 23:00:00,4558.3,5307,0,0,11022,12809,9,301.0,68,1,160,195.33
2022-01-07 00:00:00,4742.25,5358,0,0,11547,12682,116,308.0,243,0,160,169.44
2022-01-07 01:00:00,4740.86,5411,0,0,12099,12189,-132,188.0,320,0,157,149.26
2022-01-07 02:00:00,4702.11,5350,0,0,12545,11905,-262,185.0,291,0,155,130.86
2022-01-07 03:00:00,4644.79,5019,0,0,12960,11786,26,4.0,410,0,154,160.77
2022-01-07 04:00:00,4562.91,4930,0,0,13363,11833,-102,319.0,214,0,151,144.82
2022-01-07 05:00:00,4489.54,5089,0,0,13802,12308,-58,287.0,350,1,148,184.91
2022-01-07 06:00:00,4396.1,4983,0,0,13885,13583,-45,325.0,82,0,151,145.03
2022-01-07 07:00:00,4273.26,4998,0,0,12901,15577,88,394.0,118,1,148,191.21
2022-01-07 08:00:00,4245.96,4945,12,9,11959,16969,-194,128.0,135,0,148,135.43
2022-01-07 09:00:00,4205.24,4999,241,191,11508,16899,2,166.0,217,1,145,188.91
2022-01-07 10:00:00,4150.15,4914,642,595,11412,16450,200,432.0,300,0,148,171.83
2022-01-07 11:00:00,4096.93,4608,937,986,11383,15875,140,172.0,0,1,146,196.11
2022-01-07 12:00:00,4031.51,4670,1116,1171,11504,15371,97,287.0,470,1,144,199.4
2022-01-07 13:00:00,3956.96,3891,1124,1145,11731,15385,239,224.0,93,1,141,208.52
2022-01-07 14:00:00,3869.77,3945,983,944,11847,15526,56,46.0,57,0,141,150.21
2022-01-07 15:00:00,3755.77,3974,702,626,11752,15727,114,198.0,140,1,138,192.66
2022-01-07 16:00:00,3615.62,3457,229,198,11079,16117,-292,408.0,391,1,137,165.5
2022-01-07 17:00:00,3300.09,3242,0,0,10629,16850,-186,106.0,220,1,136,174.13
2022-01-07 18:00:00,2941.6,2958,0,0,10309,16660,-207,445.0,437,0,135,137.56
2022-01-07 19:00:00,2569.42,2890,0,0,10115,16068,-158,49.0,108,0,133,129.62
2022-01-07 20:00:00,2463.28,2363,0,0,10118,15272,215,37.0,81,0,136,164.09
2022-01-07 21:00:00,2364.19,2316,0,0,10285,14548,-196,116.0,362,0,136,135.04
2022-01-07 22:00:00,2279.4,2415,0,0,10704,13744,156,196.0,77,0,135,152.01
2022-01-07 23:00:00,2321.79,2389,0,0,11267,13101,129,470.0,476,1,134,195.99
2022-01-08 00:00:00,2120.5,2273,0,0,11767,12319,-137,316.0,394,0,131,130.95
2022-01-08 01:00:00,2170.92,2567,0,0,12290,11225,-68,390.0,452,0,131,134.16
2022-01-08 02:00:00,2166.25,2289,0,0,12868,10841,172,355.0,411,0,129,149.45
2022-01-08 03:00:00,2153.11,1911,0,0,13273,10614,-245,485.0,240,0,130,111.81
2022-01-08 04:00:00,2130.14,1870,0,0,13767,10610,-176,412.0,72,1,133,156.93
2022-01-08 05:00:00,2081.26,1948,0,0,14090,10760,206,470.0,308,0,132,153.17
2022-01-08 06:00:00,2031.79,1925,0,0,14549,11069,-269,28.0,170,1,131,144.35
2022-01-08 07:00:00,1993.4,2041,0,0,13747,11662,-53,469.0,52,0,133,128.6
2022-01-08 08:00:00,2288.04,2703,12,10,12492,12525,239,130.0,190,0,135,157.63
2022-01-08 09:00:00,2564.76,3613,228,146,11538,13416,-264,497.0,39,1,134,140.63
2022-01-08 10:00:00,2806.77,4382,653,380,11025,13978,-340,15.0,258,1,137,137.11
2022-01-08 11:00:00,3326.93,4894,960,529,11500,13833,-177,34.0,124,1,134,157.93
2022-01-08 12:00:00,3721.93,5121,995,532,11821,13837,-179,387.0,470,0,135,133.06
2022-01-08 13:00:00,4008.85,5150,814,337,12240,13604,133,22.0,335,1,133,193.94
2022-01-08 14:00:00,4463.72,5317,537,266,13148,13628,91,440.0,119,1,133,178.24
2022-01-08 15:00:00,4720.17,5516,253,131,13143,13809,23,499.0,137,1,131,168.32
2022-01-08 16:00:00,4843.84,5629,51,26,12220,14117,-280,272.0,227,0,132,105.55
2022-01-08 17:00:00,4921.2,5624,0,0,11439,14728,-259,200.0,27,0,130,104.28
2022-01-08 18:00:00,4963.98,5563,0,0,10777,14806,6,74.0,174,1,129,172.06
2022-01-08 19:00:00,4977.32,5487,0,0,10542,14183,-350,456.0,175,0,127,95.35
2022-01-08 20:00:00,4939.57,5273,0,0,10535,13790,-304,418.0,60,0,126,99.43
2022-01-08 21:00:00,4804.17,5105,0,0,10662,13114,72,267.0,181,1,126,174.23
2022-01-08 22:00:00,4529.6,4920,0,0,10979,12547,-143,469.0,129,1,126,156.35
2022-01-08 23:00:00,4578.5,4913,0,0,11449,11938,-142,451.0,494,1,127,166.03
2022-01-09 00:00:00,4319.45,4448,0,0,11987,11101,-339,102.0,236,1,127,134.8
2022-01-09 01:00:00,4256.77,4315,0,0,12572,10664,49,174.0,322,1,129,175.25
2022-01-09 02:00:00,4427.1,5122,0,0,13146,10328,-336,20.0,172,0,130,89.02
2022-01-09 03:00:00,4532.34,5378,0,0,13435,10103,155,226.0,448,1,132,180.15
2022-01-09 04:00:00,4557.84,5618,0,0,14200,10061,-16,232.0,132,0,133,117.78
2022-01-09 05:00:00,4512.23,5829,0,0,14295,10168,-5,344.0,490,0,132,122.34
2022-01-09 06:00:00,4430.02,5828,0,0,15060,10034,-129,168.0,498,1,135,152.66
2022-01-09 07:00:00,4308.46,5280,0,0,13916,10076,107,227.0,159,1,138,171.36
2022-01-09 08:00:00,4177.99,5181,6,8,13937,11112,-94,377.0,283,0,137,123.09
2022-01-09 09:00:00,4011.05,5065,184,161,13916,11862,300,24.0,295,0,139,161.02
2022-01-09 10:00:00,3808.31,4648,568,504,13990,12142,-49,258.0,457,0,137,135.59
2022-01-09 11:00:00,3600.57,4238,919,860,13081,12119,214,115.0,305,0,138,157.13
2022-01-09 12:00:00,3362.92,3781,1135,1059,13730,12174,212,210.0,31,0,141,155.12
2022-01-09 13:00:00,3100.07,3061,1178,1110,14108,11949,83,476.0,58,1,139,181.87
2022-01-09 14:00:00,2847.12,2578,1038,970,14614,11806,-222,339.0,156,0,139,122.31
2022-01-09 15:00:00,2586.68,2125,758,686,14809,11948,227,225.0,44,0,140,161.74
2022-01-09 16:00:00,2326.76,1686,267,232,13687,12705,-249,91.0,90,0,142,126.63
2022-01-09 17:00:00,2111.4,1456,0,0,12123,14066,-240,202.0,308,0,143,138.16
2022-01-09 18:00:00,1888.43,1313,0,0,11123,14242,-120,432.0,211,0,141,147.66
2022-01-09 19:00:00,1670.36,1195,0,0,10748,13754,-71,91.0,456,1,144,198.61
2022-01-09 20:00:00,1445.0,1205,0,0,10678,13551,-106,285.0,48,1,145,183.55
2022-01-09 21:00:00,1233.45,1060,0,0,10783,13087,-88,125.0,485,1,142,191.95
2022-01-09 22:00:00,1046.59,838,0,0,11088,12661,-330,373.0,426,0,139,119.66
2022-01-09 23:00:00,826.9,692,0,0,11601,11933,276,394.0,160,0,138,169.19
2022-01-10 00:00:00,865.79,597,0,0,12299,10581,145,97.0,479,0,138,160.37
2022-01-10 01:00:00,671.89,436,0,0,13106,10431,-58,113.0,267,1,139,179.3
2022-01-10 02:00:00,530.67,366,0,0,13880,10294,-268,267.0,70,0,137,109.57
2022-01-10 03:00:00,422.86,320,0,0,14217,10225,-142,103.0,399,0,138,132.71
2022-01-10 04:00:00,345.87,321,0,0,14926,10360,-193,76.0,84,0,140,119.82
2022-01-10 05:00:00,329.76,343,0,0,15038,10887,-63,222.0,392,1,139,178.45
2022-01-10 06:00:00,327.73,395,0,0,15870,11814,107,174.0,296,0,139,147.36
2022-01-10 07:00:00,339.71,354,0,0,14710,13060,-298,324.0,460,1,142,161.01
2022-01-10 08:00:00,352.69,385,12,16,13761,14040,-47,344.0,449,1,142,190.12
2022-01-10 09:00:00,375.89,433,161,217,12997,14168,-28,304.0,107,0,141,143.25
2022-01-10 10:00:00,407.81,510,490,615,12438,14080,83,198.0,152,1,142,188.97
2022-01-10 11:00:00,399.48,567,792,997,12025,13336,-199,31.0,491,0,140,132.43
2022-01-10 12:00:00,415.93,565,965,1270,12921,13459,-223,414.0,42,0,142,115.46
2022-01-10 13:00:00,454.94,618,1056,1184,13571,13193,-3,431.0,116,1,140,177.95
2022-01-10 14:00:00,456.36,637,987,1029,14709,13494,-266,68.0,495,1,143,166.39
2022-01-10 15:00:00,466.33,626,741,807,14863,14141,-175,391.0,387,1,146,178.03
2022-01-10 16:00:00,486.65,667,270,297,13772,14607,-131,425.0,139,0,146,139.95
2022-01-10 17:00:00,676.91,830,0,0,12130,15293,256,63.0,345,0,149,184.64
2022-01-10 18:00:00,919.44,1083,0,0,11019,15302,-321,222.0,59,1,152,164.79
2022-01-10 19:00:00,1214.55,1624,0,0,10606,14767,30,14.0,330,0,154,165.87
2022-01-10 20:00:00,1372.68,1777,0,0,10507,14475,-252,207.0,358,1,157,183.9
2022-01-10 21:00:00,1543.42,1776,0,0,10597,14020,252,186.0,68,0,154,181.78
2022-01-10 22:00:00,1719.92,1771,0,0,10897,13324,-199,368.0,450,0,155,152.98
2022-01-10 23:00:00,1849.64,1867,0,0,11430,12671,-221,463.0,198,0,154,141.3
2022-01-11 00:00:00,1447.7,2014,0,0,12319,11593,31,41.0,199,0,155,154.94
2022-01-11 01:00:00,1530.53,2161,0,0,13060,11380,-33,55.0,359,1,153,191.09
2022-01-11 02:00:00,1571.8,2267,0,0,13651,11146,300,264.0,328,0,156,183.28
2022-01-11 03:00:00,1615.91,2345,0,0,14067,11020,-8,251.0,25,0,153,141.86
2022-01-11 04:00:00,1660.07,2478,0,0,14634,11101,-330,435.0,128,0,154,110.06
2022-01-11 05:00:00,1809.66,2504,0,0,15179,11552,1,57.0,330,1,151,186.07
2022-01-11 06:00:00,1964.07,2437,0,0,15644,12455,-131,29.0,103,1,153,176.46
2022-01-11 07:00:00,2125.61,2505,0,0,15060,13812,-277,400.0,69,1,156,165.36
2022-01-11 08:00:00,2243.95,2661,15,11,15167,15099,191,128.0,324,0,158,178.19
2022-01-11 09:00:00,2365.83,2773,148,169,14794,15525,-312,271.0,21,0,160,126.93
2022-01-11 10:00:00,2490.82,2961,410,475,14276,15476,-252,246.0,170,1,161,177.66
2022-01-11 11:00:00,2304.74,2915,698,754,13422,14767,-218,103.0,403,1,160,185.56
2022-01-11 12:00:00,2142.88,2653,879,850,13817,14656,189,177.0,338,0,158,178.62
2022-01-11 13:00:00,2010.83,2134,886,942,14480,14314,45,298.0,90,1,155,196.47
2022-01-11 14:00:00,2045.5,2307,743,811,15163,14557,266,217.0,219,1,157,222.54
2022-01-11 15:00:00,2083.43,2381,464,560,14790,15128,-93,456.0,90,0,159,152.38
2022-01-11 16:00:00,2119.94,2282,134,178,13469,15561,-201,70.0,79,1,160,185.29
2022-01-11 17:00:00,2067.23,2256,0,0,11975,15682,-18,92.0,377,1,158,209.58
2022-01-11 18:00:00,2007.27,2195,0,0,10967,15529,-173,51.0,480,0,156,159.82
2022-01-11 19:00:00,1945.86,1677,0,0,10565,15037,-32,7.0,121,0,157,166.79
2022-01-11 20:00:00,1658.43,1356,0,0,10410,14617,117,154.0,324,1,158,220.76
2022-01-11 21:00:00,1387.36,1163,0,0,10368,14130,-69,168.0,37,1,161,203.52
2022-01-11 22:00:00,1154.12,1030,0,0,10678,13507,105,12.0,297,0,161,179.71
2022-01-11 23:00:00,971.38,898,0,0,11522,12814,174,131.0,217,0,158,179.08
2022-01-12 00:00:00,811.5,740,0,0,12516,11618,188,168.0,482,1,161,226.36
2022-01-12 01:00:00,672.64,442,0,0,13269,12472,-73,288.0,296,1,158,200.52
2022-01-12 02:00:00,581.54,473,0,0,13871,12276,-136,1.0,322,1,157,192.46
2022-01-12 03:00:00,538.38,541,0,0,14393,12215,83,313.0,51,1,159,200.78
2022-01-12 04:00:00,539.7,490,0,0,14930,12278,-258,187.0,275,1,160,178.3
2022-01-12 05:00:00,497.01,432,0,0,15550,12568,-337,396.0,463,0,161,134.35
2022-01-12 06:00:00,477.61,437,0,0,15929,13499,-235,418.0,91,1,162,178.82
2022-01-12 07:00:00,477.69,458,0,0,15456,14987,-160,45.0,65,1,165,192.49
2022-01-12 08:00:00,347.14,443,7,14,16175,15947,-274,434.0,314,1,167,186.89
2022-01-12 09:00:00,270.67,473,175,118,16170,15982,-320,130.0,481,0,167,146.11
2022-01-12 10:00:00,238.97,513,514,338,15886,15784,17,364.0,243,1,168,214.5
2022-01-12 11:00:00,298.24,548,851,602,15802,15102,170,421.0,270,1,169,230.81
2022-01-12 12:00:00,392.16,592,1032,770,16053,14687,107,491.0,413,0,167,187.53
2022-01-12 13:00:00,517.16,634,1011,728,16387,14378,-314,45.0,12,0,166,138.68
2022-01-12 14:00:00,639.89,735,897,649,15969,14493,68,459.0,283,0,165,179.01
2022-01-12 15:00:00,772.3,860,660,455,14874,15070,17,268.0,301,1,164,214.81
2022-01-12 16:00:00,907.41,980,226,150,13509,15724,-288,494.0,377,0,162,147.32
2022-01-12 17:00:00,991.54,1079,0,0,12011,16043,-275,87.0,154,1,161,182.63
2022-01-12 18:00:00,1081.92,1144,0,0,10986,15943,-296,264.0,95,1,159,177.83
2022-01-12 19:00:00,1185.03,1197,0,0,10571,15356,-109,452.0,53,0,161,161.8
2022-01-12 20:00:00,1248.0,1326,0,0,10427,14806,-132,341.0,450,0,162,169.86
2022-01-12 21:00:00,1318.87,1479,0,0,10389,14395,249,417.0,402,1,163,239.1
2022-01-12 22:00:00,1400.32,1594,0,0,10714,14070,48,160.0,115,1,166,213.13
2022-01-12 23:00:00,1429.9,1682,0,0,11575,13578,-305,269.0,214,0,165,141.16
2022-01-13 00:00:00,1467.67,1776,0,0,12361,12737,-138,312.0,340,1,166,201.49
2022-01-13 01:00:00,1492.63,1599,0,0,13096,12944,-197,314.0,300,0,165,155.44
