DateTime,Wind Forecast EC00,Wind Forecast EC Latest,Solar Forecast EC00,Solar Forecast EC Latest,Cons Forecast EC00,Cons Forecast EC Latest,Reg. Update,UMM Planned,UMM Unplanned,Flow Update,Spot Price,Intraday Price VWAP
2022-01-02 15:00:00,9938,9951,1634,1745,45920,46540,-305,1839,218,0,122,121.91
2022-01-02 16:00:00,9831,10688,642,760,45198,45799,316,232,841,1,123,140.11
2022-01-02 17:00:00,10457,11316,92,115,48083,48545,100,1042,1283,0,124,148.22
2022-01-02 18:00:00,11272,11758,0,0,53872,54221,-947,921,1473,0,125,146.68
2022-01-02 19:00:00,11642,11796,0,0,55167,55026,389,574,1401,1,126,165.39
2022-01-02 20:00:00,11735,11791,0,0,54446,54321,-1106,176,2397,0,125,174.08
2022-01-02 21:00:00,11703,11549,0,0,53206,53151,-909,1093,2463,1,127,183.28
2022-01-02 22:00:00,11455,11225,0,0,53341,53358,1554,1406,2726,0,126,214.32
2022-01-02 23:00:00,10992,10818,0,0,53881,53980,683,273,1144,0,125,159.63
2022-01-03 00:00:00,10609,10404,0,0,52161,52160,705,1602,1165,0,124,159.72
2022-01-03 01:00:00,10175,9735,0,0,49794,49225,-472,1953,1570,0,124,160.37
2022-01-03 02:00:00,9644,9439,0,0,48828,48430,-723,1361,2749,1,125,192.25
2022-01-03 03:00:00,9179,9147,0,0,47019,46733,1005,1028,730,0,125,152.3
2022-01-03 04:00:00,8739,9000,0,0,46402,46162,1490,1860,1851,1,125,187.96
2022-01-03 05:00:00,8347,8777,0,0,48180,47940,-1107,1140,280,0,126,117.26
2022-01-03 06:00:00,8198,8669,0,0,52741,52493,1673,364,1017,1,125,166.05
2022-01-03 07:00:00,7977,8258,0,0,60720,59778,-1993,1823,2520,1,125,170.01
2022-01-03 08:00:00,7754,8228,140,125,63161,62411,1230,1814,891,0,124,155.27
2022-01-03 09:00:00,7964,7827,707,650,62900,62393,-1298,719,2211,1,125,170.46
2022-01-03 10:00:00,8549,8182,1659,1509,63139,62888,533,1396,573,0,127,147.74
2022-01-03 11:00:00,8848,8860,2621,2376,62158,62146,1508,1835,629,0,127,157.43
2022-01-03 12:00:00,8663,9101,3143,2920,63078,63223,1640,1287,620,0,127,155.72
2022-01-03 13:00:00,8285,8972,3202,2935,62173,62562,723,179,370,0,126,136.56
2022-01-03 14:00:00,8021,8960,2690,2415,61147,61286,1144,134,2291,0,126,189.44
2022-01-03 15:00:00,7604,8524,1642,1593,59706,59710,779,1458,566,1,126,141.77
2022-01-03 16:00:00,7076,8096,620,652,58848,58787,-1258,1746,1479,0,125,138.86
2022-01-03 17:00:00,6661,7624,84,83,61460,61341,1536,1638,1606,1,126,176.43
2022-01-03 18:00:00,6616,7516,0,0,65976,65783,-433,667,1569,1,124,153.02
2022-01-03 19:00:00,6883,6178,0,0,66504,65847,-1745,1016,1111,0,126,138.81
2022-01-03 20:00:00,7093,6226,0,0,62941,62304,-338,427,2170,0,125,183.34
2022-01-03 21:00:00,7240,6131,0,0,59350,58792,-1354,586,1692,0,124,160.5
2022-01-03 22:00:00,7533,6207,0,0,58159,57648,-1892,1697,2064,1,125,170.63
2022-01-03 23:00:00,8082,6448,0,0,58594,58131,1157,503,2029,0,126,204.61
2022-01-04 00:00:00,7168,6565,0,0,56339,55781,1334,1348,920,0,124,163.99
2022-01-04 01:00:00,6875,6533,0,0,53853,52958,922,1091,163,0,126,141.94
2022-01-04 02:00:00,6677,6436,0,0,52516,51666,-1285,1763,2982,1,128,196.75
2022-01-04 03:00:00,6580,6397,0,0,50142,49329,1701,1536,1302,0,127,177.98
2022-01-04 04:00:00,6499,6455,0,0,49522,48756,-444,938,993,0,127,146.08
2022-01-04 05:00:00,6495,6515,0,0,51310,50626,1904,1977,1924,0,129,197.99
2022-01-04 06:00:00,6470,6481,0,0,57162,56585,1832,1026,1887,1,129,198.45
2022-01-04 07:00:00,6163,6069,0,0,63755,63487,-1600,1629,1920,0,130,161.03
2022-01-04 08:00:00,5612,5729,140,120,67214,67122,-417,1927,108,1,132,131.49
2022-01-04 09:00:00,4996,5476,654,580,67280,67273,-753,1546,1853,0,130,164.76
2022-01-04 10:00:00,4576,5128,1495,1308,67236,67299,1328,921,2628,0,131,209.57
2022-01-04 11:00:00,4440,4638,2239,2062,66828,66944,-573,1635,1874,1,129,170.87
2022-01-04 12:00:00,4544,4325,2518,2397,67939,68005,-332,1390,2375,1,127,187.51
2022-01-04 13:00:00,4942,4335,2405,2201,66543,66627,-59,369,1961,0,127,179.62
2022-01-04 14:00:00,5421,4911,1945,1861,64716,64650,-731,157,857,0,128,143.02
2022-01-04 15:00:00,5946,5578,1190,1228,63091,62908,771,1965,1476,1,127,175.36
2022-01-04 16:00:00,6430,5796,443,485,62879,62602,79,1035,898,0,126,151.78
2022-01-04 17:00:00,6671,5951,60,56,64418,64074,-104,1573,295,0,126,136.34
2022-01-04 18:00:00,6875,6553,0,0,69257,68712,563,1922,545,1,126,148.46
2022-01-04 19:00:00,7616,6958,0,0,70975,70331,-680,681,959,1,125,147.37
2022-01-04 20:00:00,8396,7684,0,0,67219,66552,-1011,450,748,0,127,138.63
2022-01-04 21:00:00,8565,8271,0,0,63462,62757,-658,232,2337,1,129,186.11
2022-01-04 22:00:00,8389,8649,0,0,62458,61727,661,262,954,0,131,159.3
2022-01-04 23:00:00,7877,8595,0,0,63356,62604,1359,575,1587,0,132,180.79
2022-01-05 00:00:00,8301,7984,0,0,62449,62512,-597,80,1406,0,134,162.9
2022-01-05 01:00:00,7717,6842,0,0,60063,60198,897,1062,835,0,133,167.84
2022-01-05 02:00:00,7195,6237,0,0,59295,59804,-1364,54,1306,1,133,158.51
2022-01-05 03:00:00,6703,6298,0,0,56956,57447,-1629,1865,291,0,134,124.07
2022-01-05 04:00:00,6257,6294,0,0,56431,56544,-1034,153,2329,1,132,182.11
2022-01-05 05:00:00,5977,6124,0,0,59264,59356,-150,1835,2204,1,131,186.55
2022-01-05 06:00:00,5852,6012,0,0,65726,64297,-285,1093,1063,1,132,156.94
2022-01-05 07:00:00,5758,5560,0,0,72377,70115,-1158,1465,1605,0,132,162.31
2022-01-05 08:00:00,5711,5339,219,201,75678,73674,1799,527,1632,1,134,200.16
2022-01-05 09:00:00,5738,5159,1059,972,75693,74769,-38,921,1744,1,136,185.91
2022-01-05 10:00:00,5235,4948,2397,2242,75453,75276,-1088,972,494,0,137,137.85
2022-01-05 11:00:00,4914,5174,3665,3521,75693,76074,167,954,1617,0,136,175.48
2022-01-05 12:00:00,5762,5683,4311,4167,75446,76024,1541,293,1078,0,137,178.42
2022-01-05 13:00:00,6411,6043,4274,3948,73396,74605,1130,1271,872,0,137,170.27
2022-01-05 14:00:00,6194,5549,3576,3349,71123,71962,-161,983,2176,0,137,194.04
2022-01-05 15:00:00,5251,4629,2333,2245,69138,69945,258,941,214,0,139,149.28
2022-01-05 16:00:00,4232,3818,995,999,68726,69207,-191,1329,792,0,140,157.57
2022-01-05 17:00:00,3946,3569,172,165,71230,72303,-516,1078,265,1,140,142.98
2022-01-05 18:00:00,4020,3710,0,0,76410,76006,-1612,1716,377,0,141,133.54
2022-01-05 19:00:00,4093,3636,0,0,78247,77014,547,182,659,1,139,165.96
2022-01-05 20:00:00,4165,3735,0,0,74465,73647,1624,1526,872,1,141,184.17
2022-01-05 21:00:00,4160,3737,0,0,70838,69824,-327,507,2504,0,140,204.42
2022-01-05 22:00:00,4095,3652,0,0,69887,68357,29,668,2010,1,142,199.41
2022-01-05 23:00:00,3956,3502,0,0,71488,69743,-863,1341,2493,0,140,199.52
2022-01-06 00:00:00,3678,3274,0,0,68183,68049,-1448,364,2536,1,142,196.37
2022-01-06 01:00:00,3434,3186,0,0,65897,62541,300,188,450,1,143,163.5
2022-01-06 02:00:00,3123,3011,0,0,65436,62317,-1629,1761,2136,0,141,181.49
2022-01-06 03:00:00,2864,2822,0,0,62934,60308,674,220,1801,1,143,200.3
2022-01-06 04:00:00,2584,2618,0,0,61921,60014,-1761,971,1984,0,142,174.66
2022-01-06 05:00:00,2323,2343,0,0,64657,62516,1908,235,1713,1,140,207.46
2022-01-06 06:00:00,2171,2108,0,0,69427,67655,-1221,590,806,0,140,147.32
2022-01-06 07:00:00,2035,2130,0,0,74939,72252,1532,318,2930,0,141,236.88
2022-01-06 08:00:00,1940,2063,222,211,78237,75857,1519,1676,1932,0,139,205.74
2022-01-06 09:00:00,1947,2085,1094,1093,79101,76743,1631,1007,645,0,139,172.95
2022-01-06 10:00:00,2106,2205,2478,2358,79335,76913,-61,1330,1822,1,138,187.52
2022-01-06 11:00:00,2223,2308,3704,3459,79609,76708,1264,1495,1897,0,140,204.46
2022-01-06 12:00:00,2212,2341,4330,4116,78898,76498,1085,1633,1071,0,139,178.36
2022-01-06 13:00:00,2380,2382,4362,4152,76879,74819,-261,118,1040,1,138,164.64
2022-01-06 14:00:00,2731,2556,3729,3485,74444,72764,784,713,1054,1,139,177.57
2022-01-06 15:00:00,2971,2797,2452,2267,72476,71000,96,1655,2681,0,141,214.22
2022-01-06 16:00:00,3168,3106,1015,958,71837,70639,1454,1962,297,1,139,164.7
2022-01-06 17:00:00,3650,3637,167,140,74349,73061,490,127,477,0,141,157.88
2022-01-06 18:00:00,4311,4443,0,0,77906,77338,1647,237,1110,1,142,187.98
2022-01-06 19:00:00,5038,5486,0,0,78948,78017,-1255,167,1190,1,140,155.08
2022-01-06 20:00:00,5787,5890,0,0,75382,74372,1367,492,2923,1,142,236.06
2022-01-06 21:00:00,6232,6448,0,0,71345,70377,-1547,1178,2654,1,142,196.19
2022-01-06 22:00:00,6618,7011,0,0,69682,68953,-854,1367,2481,0,140,192.78
2022-01-06 23:00:00,7173,7441,0,0,70810,69657,-1854,1778,1613,0,139,158.14
2022-01-07 00:00:00,7725,7850,0,0,65576,65298,-277,623,1358,0,137,166.14
2022-01-07 01:00:00,7665,7874,0,0,63760,64750,-627,363,1918,1,139,179.95
2022-01-07 02:00:00,7487,7670,0,0,63240,64303,1229,1753,679,0,137,162.86
2022-01-07 03:00:00,7383,7521,0,0,61032,62438,1492,1528,1088,0,136,174.88
2022-01-07 04:00:00,7424,7585,0,0,60490,61341,1337,401,1079,0,135,172.53
2022-01-07 05:00:00,7444,7722,0,0,62535,63624,478,284,2254,1,135,196.54
2022-01-07 06:00:00,7613,7719,0,0,67078,68644,1007,1615,1215,0,134,170.9
2022-01-07 07:00:00,8014,7637,0,0,72302,73966,844,1350,1871,0,135,190.39
2022-01-07 08:00:00,8333,7393,154,148,75736,77715,1675,874,2970,1,137,239.8
2022-01-07 09:00:00,8325,7477,759,786,76468,77856,-824,1539,2063,1,139,188.76
2022-01-07 10:00:00,8002,7458,1701,1811,76492,77427,545,862,600,1,140,163.33
2022-01-07 11:00:00,7857,7298,2553,2684,76443,77141,-920,762,882,0,141,153.65
2022-01-07 12:00:00,8583,7934,3018,3135,76680,77181,1870,243,563,0,141,176.88
2022-01-07 13:00:00,9770,8176,3129,3230,74912,75869,-1085,1305,1757,1,142,188.99
2022-01-07 14:00:00,10209,8242,2766,2708,72546,73018,-1197,332,2560,1,143,216.86
2022-01-07 15:00:00,10017,8301,1854,1719,70371,71050,-821,128,2150,0,141,201.71
2022-01-07 16:00:00,9940,8245,819,683,69552,69891,-1338,583,625,1,140,157.2
2022-01-07 17:00:00,10156,8311,143,106,71758,72131,-1080,1479,50,0,140,146.45
2022-01-07 18:00:00,10422,8049,0,0,75540,75864,1802,36,2952,1,140,262.85
2022-01-07 19:00:00,10538,8466,0,0,75841,75422,1941,517,814,1,138,200.49
2022-01-07 20:00:00,10494,8239,0,0,72245,71723,-1380,1961,1761,0,138,189.83
2022-01-07 21:00:00,10090,8217,0,0,68386,67851,1208,1856,2592,1,137,237.52
2022-01-07 22:00:00,9375,8556,0,0,67124,66394,955,307,2154,0,136,207.35
2022-01-07 23:00:00,8599,8607,0,0,67913,67418,-1536,1949,1293,0,137,151.6
2022-01-08 00:00:00,7041,8529,0,0,66217,65348,-364,445,1247,0,137,150.22
2022-01-08 01:00:00,6252,8074,0,0,63419,61896,1820,1798,1958,0,138,190.81
2022-01-08 02:00:00,5258,6870,0,0,62055,60646,-740,681,1059,0,140,143.5
2022-01-08 03:00:00,4611,5484,0,0,59519,58339,-1279,836,54,1,141,125.31
2022-01-08 04:00:00,4334,4761,0,0,57623,56974,231,1473,1488,1,142,180.73
2022-01-08 05:00:00,4293,4834,0,0,58107,57125,1796,741,178,1,144,166.68
2022-01-08 06:00:00,4315,5080,0,0,59618,58745,-561,83,2343,1,145,196.31
2022-01-08 07:00:00,4566,4971,0,0,61390,60013,-302,1099,1672,0,145,181.8
2022-01-08 08:00:00,5089,5806,128,113,64292,62528,1433,1623,1859,1,147,207.74
2022-01-08 09:00:00,5835,6810,603,548,66497,65469,-159,690,1520,0,148,176.63
2022-01-08 10:00:00,6983,7996,1349,1234,67633,66788,68,1927,2443,0,147,203.21
2022-01-08 11:00:00,8461,9071,2006,1926,68068,67435,139,51,1419,0,145,177.11
2022-01-08 12:00:00,9989,10320,2274,2314,69664,68792,-1686,1990,922,1,144,148.24
2022-01-08 13:00:00,11297,11832,2206,2266,68423,67246,1937,1332,2638,1,146,234.98
2022-01-08 14:00:00,12134,12373,1762,1838,65241,64597,-822,713,853,0,147,156.78
2022-01-08 15:00:00,12627,12353,1043,1048,63112,62439,1520,164,1474,1,147,203.4
2022-01-08 16:00:00,13080,12616,420,393,61886,61519,-1782,1746,2870,1,146,207.2
2022-01-08 17:00:00,13401,12929,79,79,63493,63056,-570,288,1673,0,144,182.21
2022-01-08 18:00:00,13554,12785,0,0,67255,66390,698,743,1121,0,142,182.19
2022-01-08 19:00:00,13585,12938,0,0,67722,66305,1664,835,2419,1,144,232.18
2022-01-08 20:00:00,13502,13083,0,0,65360,64085,-1778,1985,1411,0,143,161.67
2022-01-08 21:00:00,13458,13261,0,0,62808,61542,203,806,1854,1,144,196.79
2022-01-08 22:00:00,13341,13391,0,0,62644,61542,804,80,795,0,144,171.51
2022-01-08 23:00:00,13170,13341,0,0,64510,63306,1205,1974,2616,1,145,228.26
2022-01-09 00:00:00,13104,13140,0,0,61648,60885,-685,692,702,1,144,155.31
2022-01-09 01:00:00,12779,12580,0,0,59278,58721,-1216,1357,223,1,143,138.24
2022-01-09 02:00:00,12334,12194,0,0,57765,57343,777,227,1942,1,142,201.98
2022-01-09 03:00:00,11709,11865,0,0,55394,54906,-585,554,2544,1,140,201.21
2022-01-09 04:00:00,11077,11131,0,0,54117,53535,477,1606,663,0,142,162.06
2022-01-09 05:00:00,10208,10033,0,0,54088,53452,-1615,1065,139,1,141,130.1
2022-01-09 06:00:00,9342,9188,0,0,55181,54496,-1783,1157,1323,0,141,154.66
2022-01-09 07:00:00,8768,9026,0,0,56094,55411,-127,1050,2636,0,142,207.97
2022-01-09 08:00:00,8226,7977,147,137,58136,57501,-953,1584,33,0,140,132.38
2022-01-09 09:00:00,7586,7332,682,698,61132,60599,-1677,572,827,1,140,144.79
2022-01-09 10:00:00,6503,6639,1427,1384,63500,63074,440,1634,2442,1,141,210.32
2022-01-09 11:00:00,5792,6206,2016,1820,64986,64675,12,1469,188,0,139,140.95
2022-01-09 12:00:00,6105,6185,2231,1944,66688,66524,1004,1809,1219,1,138,180.34
2022-01-09 13:00:00,6160,5289,2111,1903,65124,65433,-1756,1192,2926,0,138,202.09
2022-01-09 14:00:00,5477,4888,1667,1369,62010,62210,1082,1184,541,1,140,169.99
2022-01-09 15:00:00,4600,4087,1023,810,59887,60067,761,1293,1729,0,141,195.06
2022-01-09 16:00:00,3962,3352,415,314,59175,59377,-1320,1245,733,0,140,146.15
2022-01-09 17:00:00,3675,3007,70,55,61726,61811,1318,1279,428,0,140,167.64
2022-01-09 18:00:00,3525,2838,0,0,66060,66178,1873,589,795,0,141,183.65
2022-01-09 19:00:00,3348,2594,0,0,68166,68106,114,121,469,1,142,160.96
2022-01-09 20:00:00,3122,2327,0,0,66864,66881,-230,331,387,1,142,155.74
2022-01-09 21:00:00,2855,2030,0,0,64557,64666,-1832,1352,833,1,141,148.36
2022-01-09 22:00:00,2544,1845,0,0,64079,64260,-467,1516,223,1,140,146.45
2022-01-09 23:00:00,2276,1796,0,0,65226,65521,-444,9,1347,0,138,167.97
2022-01-10 00:00:00,1814,1766,0,0,63229,62878,323,1969,2048,0,140,195.13
2022-01-10 01:00:00,1719,1450,0,0,61325,60073,-1763,633,1819,0,142,170.77
2022-01-10 02:00:00,1681,1485,0,0,60158,59048,1236,485,1894,0,143,205.44
2022-01-10 03:00:00,1708,1537,0,0,58118,57097,1519,1030,626,0,144,175.96
2022-01-10 04:00:00,1737,1602,0,0,57607,56686,710,213,1307,0,143,183.22
2022-01-10 05:00:00,1778,1678,0,0,59827,59089,875,665,1589,0,145,194.14
2022-01-10 06:00:00,1825,1726,0,0,65513,64998,1669,541,178,0,144,166.3
2022-01-10 07:00:00,1839,1694,0,0,71656,70911,1470,962,1600,1,142,200.52
2022-01-10 08:00:00,1865,1697,115,110,74997,74368,-1533,41,2815,1,141,201.45
2022-01-10 09:00:00,1885,1723,545,548,76249,75731,-185,273,1541,0,140,176.6
2022-01-10 10:00:00,1837,1778,1215,1260,76092,75673,1404,1559,807,1,140,176.11
2022-01-10 11:00:00,1751,1783,1826,1874,76459,76238,658,1185,1496,0,140,183.07
2022-01-10 12:00:00,1682,1729,2149,2187,76499,76557,456,1534,2898,0,139,219.0
2022-01-10 13:00:00,1633,1722,2211,2245,75244,76167,-1963,1609,210,1,139,122.66
2022-01-10 14:00:00,1607,1727,1958,1989,73928,74649,43,1819,222,1,141,146.63
2022-01-10 15:00:00,1681,1710,1330,1435,71979,72667,-974,1759,809,1,140,148.87
2022-01-10 16:00:00,1883,1755,585,659,71322,72011,-1571,1725,718,1,141,141.84
2022-01-10 17:00:00,2225,1972,109,101,73371,73996,1664,280,2476,0,142,223.75
2022-01-10 18:00:00,2556,2249,0,0,77027,77556,27,1728,2502,1,141,208.72
2022-01-10 19:00:00,2697,2640,0,0,78113,78244,-1059,1460,491,0,141,140.01
2022-01-10 20:00:00,2756,2919,0,0,74409,74667,346,1703,2252,1,143,204.86
2022-01-10 21:00:00,2805,3090,0,0,70556,70933,1824,842,1872,0,144,207.89
2022-01-10 22:00:00,2886,3026,0,0,69386,69842,-1088,1004,1885,0,142,175.76
2022-01-10 23:00:00,2989,2907,0,0,70250,70742,991,322,2159,0,143,207.58
2022-01-11 00:00:00,2730,2808,0,0,68041,67737,1881,1674,940,0,143,184.73
2022-01-11 01:00:00,2556,2903,0,0,66440,65608,1228,365,1805,1,142,200.96
2022-01-11 02:00:00,2490,2723,0,0,65897,65181,330,908,2191,1,144,204.7
2022-01-11 03:00:00,2471,2608,0,0,64428,63620,-611,542,807,0,142,153.89
2022-01-11 04:00:00,2437,2651,0,0,64109,63265,1716,1859,2347,0,143,221.01
2022-01-11 05:00:00,2461,2721,0,0,66156,65443,1367,1535,2814,1,142,231.55
2022-01-11 06:00:00,2552,2726,0,0,71708,71116,-671,1651,328,1,144,145.69
2022-01-11 07:00:00,2668,2580,0,0,77596,76424,1773,1289,1156,1,142,192.22
2022-01-11 08:00:00,2751,2616,221,202,80828,79727,-1265,1769,1681,1,143,174.75
2022-01-11 09:00:00,2925,2760,1089,1028,81584,80742,1184,331,540,0,144,170.11
2022-01-11 10:00:00,2852,2684,2541,2443,80882,80328,-1140,666,2362,1,143,194.79
2022-01-11 11:00:00,2260,2196,3815,3724,80451,80025,-621,90,748,0,142,152.85
2022-01-11 12:00:00,1753,1819,4415,4412,79721,79274,-598,1130,1054,0,142,160.23
2022-01-11 13:00:00,1580,1848,4531,4579,77867,78718,410,229,2750,1,141,216.3
2022-01-11 14:00:00,1572,1921,4047,3967,76039,76647,682,1531,689,1,143,165.16
2022-01-11 15:00:00,1636,1925,2773,2665,73921,74553,60,395,1925,0,142,188.21
2022-01-11 16:00:00,1894,2042,1209,1140,73162,73925,-10,1792,506,0,140,149.12
2022-01-11 17:00:00,2309,2340,223,201,76486,76636,-1285,245,1326,0,140,157.39
2022-01-11 18:00:00,2571,2521,0,0,81111,80940,-230,479,220,0,140,142.14
2022-01-11 19:00:00,2613,2455,0,0,82873,82050,1819,1657,1405,0,139,193.86
2022-01-11 20:00:00,2468,2328,0,0,79316,78437,-1440,307,2503,1,141,193.6
2022-01-11 21:00:00,2287,2231,0,0,75461,74607,667,416,328,1,139,156.3
2022-01-11 22:00:00,2201,2126,0,0,74316,73498,737,468,1705,0,139,189.79
2022-01-11 23:00:00,2101,2059,0,0,74988,74153,1869,1205,355,1,140,170.86
2022-01-12 00:00:00,2130,2084,0,0,71227,70880,102,499,738,0,140,157.93
2022-01-12 01:00:00,2095,2234,0,0,69666,67856,269,405,2128,0,140,197.87
2022-01-12 02:00:00,2070,2239,0,0,69098,67628,-258,929,1947,0,139,185.63
2022-01-12 03:00:00,2052,2223,0,0,67492,65671,-1483,976,1342,0,140,157.38
2022-01-12 04:00:00,2054,2313,0,0,67066,65051,-1814,558,2381,0,139,181.14
2022-01-12 05:00:00,2077,2356,0,0,69024,67512,-1554,607,2996,1,141,205.32
2022-01-12 06:00:00,2224,2280,0,0,74431,72780,-355,1563,571,1,142,154.72
2022-01-12 07:00:00,2375,2289,0,0,80220,78058,-634,1687,1418,0,143,173.16
2022-01-12 08:00:00,2392,2225,231,225,83307,81316,435,808,550,0,143,162.63
2022-01-12 09:00:00,2404,2185,1174,1176,83916,81632,429,249,1977,1,145,205.07
2022-01-12 10:00:00,2108,1981,2755,2680,83095,81555,-133,1779,638,0,144,159.06
2022-01-12 11:00:00,1611,1673,4122,4029,82378,81006,-1602,959,214,0,144,132.51
2022-01-12 12:00:00,1414,1576,4713,4752,81324,80408,-1153,1383,2226,0,144,188.07
2022-01-12 13:00:00,1414,1750,4789,4736,79249,79148,1595,1053,937,0,146,182.76
2022-01-12 14:00:00,1411,1780,4284,4163,77305,76635,-1515,1847,715,0,148,146.33
2022-01-12 15:00:00,1470,1766,2926,2854,75124,74377,-1143,367,1496,0,149,172.13
2022-01-12 16:00:00,1927,1987,1280,1242,74354,73201,1111,518,196,0,149,165.9
2022-01-12 17:00:00,2541,2468,250,228,77458,75984,1443,1883,2865,0,149,241.12
2022-01-12 18:00:00,3038,2773,0,0,81791,80067,-1736,816,529,0,147,143.09
2022-01-12 19:00:00,3267,2870,0,0,83318,81441,724,488,2592,1,145,226.42
2022-01-12 20:00:00,3178,3048,0,0,79525,77424,1776,531,2039,1,145,220.6
2022-01-12 21:00:00,3189,3131,0,0,75462,73160,1707,739,1096,0,146,192.87
2022-01-12 22:00:00,3191,3202,0,0,74208,71973,-1550,531,1626,1,146,173.98
2022-01-12 23:00:00,3116,3195,0,0,74746,72634,1775,900,716,0,144,181.25
2022-01-13 00:00:00,3139,3037,0,0,70467,70434,474,787,1585,0,142,185.86
2022-01-13 01:00:00,3117,2905,0,0,68646,67819,1531,692,21,1,140,161.23
2022-01-13 02:00:00,3082,2898,0,0,68208,67207,-46,1683,829,0,138,158.2
2022-01-13 03:00:00,2955,2892,0,0,66271,65435,-1782,1901,1149,0,136,144.8
2022-01-13 04:00:00,2785,2874,0,0,65698,64635,721,789,2612,1,134,212.19
2022-01-13 05:00:00,2689,2792,0,0,68133,67199,477,1117,2119,1,132,193.31
2022-01-13 06:00:00,2665,2643,0,0,73347,71593,-1319,425,225,1,130,124.77
2022-01-13 07:00:00,2604,2454,0,0,79411,76557,1049,1556,601,0,131,159.5
2022-01-13 08:00:00,2545,2417,229,217,82527,80235,-958,441,2053,1,129,175.85
2022-01-13 09:00:00,2514,2435,1146,1086,82610,81221,1564,344,679,1,128,164.2
2022-01-13 10:00:00,2137,2133,2699,2474,82374,81733,1601,1241,1537,1,127,185.01
2022-01-13 11:00:00,1645,1726,4097,3690,81445,81274,383,579,2446,0,126,193.41
2022-01-13 12:00:00,1410,1579,4764,4463,80451,81159,208,966,77,0,128,130.59
